TELEMETRY_ID,TIMESTAMP,NODE_ID,SCENARIO_NAME,VOLTAGE_KV,LOAD_MW,FREQUENCY_HZ,TEMPERATURE_F,STATUS,ALERT_CODE
TEL_006171,2021-02-14 10:15:00,SUB_PER_06,HIGH_LOAD,219.52,111.21,59.938,98.8,WARNING,HIGH_LOAD
TEL_006172,2021-02-14 10:15:00,SUB_PERMIAN_07,HIGH_LOAD,339.45,194.2,60.053,91.1,ACTIVE,
TEL_006173,2021-02-14 10:15:00,SUB_PER_08,HIGH_LOAD,220.99,236.81,59.927,95.9,ACTIVE,
TEL_006174,2021-02-14 10:15:00,SUB_GUL_09,HIGH_LOAD,68.05,360.03,59.966,93.5,WARNING,HIGH_LOAD
TEL_006175,2021-02-14 10:15:00,SUB_GUL_10,HIGH_LOAD,223.37,179.57,60.035,92.0,ACTIVE,
TEL_006176,2021-02-14 10:15:00,SUB_GUL_11,HIGH_LOAD,68.85,335.61,59.923,97.6,ACTIVE,
TEL_006177,2021-02-14 10:15:00,SUB_GUL_12,HIGH_LOAD,334.71,295.13,59.958,98.8,WARNING,HIGH_LOAD
TEL_006178,2021-02-14 10:15:00,SUB_GUL_13,HIGH_LOAD,223.7,209.05,59.926,92.5,WARNING,HIGH_LOAD
TEL_006179,2021-02-14 10:15:00,SUB_GUL_14,HIGH_LOAD,329.18,290.85,59.967,97.7,WARNING,HIGH_LOAD
TEL_006180,2021-02-14 10:15:00,SUB_PAN_15,HIGH_LOAD,136.57,416.35,60.044,94.2,WARNING,HIGH_LOAD
TEL_006181,2021-02-14 10:15:00,SUB_PAN_16,HIGH_LOAD,222.8,398.65,59.963,99.7,WARNING,HIGH_LOAD
TEL_006182,2021-02-14 10:15:00,SUB_PAN_17,HIGH_LOAD,339.7,422.03,60.069,97.2,WARNING,HIGH_LOAD
TEL_006183,2021-02-14 10:15:00,SUB_PAN_18,HIGH_LOAD,332.94,92.19,59.96,91.9,ACTIVE,
TEL_006184,2021-02-14 10:15:00,SUB_PAN_19,HIGH_LOAD,333.26,176.25,60.039,97.5,WARNING,HIGH_LOAD
TEL_006185,2021-02-14 10:15:00,SUB_PAN_20,HIGH_LOAD,222.3,94.42,59.928,102.9,WARNING,HIGH_LOAD
TEL_006186,2021-02-14 10:15:00,SUB_NOR_21,HIGH_LOAD,220.32,434.07,60.047,97.7,WARNING,HIGH_LOAD
TEL_006187,2021-02-14 10:15:00,SUB_NOR_22,HIGH_LOAD,67.59,151.01,59.97,96.8,WARNING,HIGH_LOAD
TEL_006188,2021-02-14 10:15:00,SUB_NOR_23,HIGH_LOAD,497.05,212.64,59.92,93.0,ACTIVE,
TEL_006189,2021-02-14 10:15:00,SUB_NOR_24,HIGH_LOAD,137.24,282.8,60.061,104.6,WARNING,HIGH_LOAD
TEL_006190,2021-02-14 10:15:00,SUB_NOR_25,HIGH_LOAD,483.11,261.66,59.946,101.4,WARNING,HIGH_LOAD
TEL_006191,2021-02-14 10:15:00,SUB_NOR_26,HIGH_LOAD,225.9,387.84,59.912,102.0,ACTIVE,
TEL_006192,2021-02-14 10:15:00,SUB_SOU_27,HIGH_LOAD,328.02,308.01,60.05,97.3,ACTIVE,
TEL_006193,2021-02-14 10:15:00,SUB_SOU_28,HIGH_LOAD,338.48,236.66,59.93,102.6,WARNING,HIGH_LOAD
TEL_006194,2021-02-14 10:15:00,SUB_SOU_29,HIGH_LOAD,475.03,435.79,60.001,102.0,WARNING,HIGH_LOAD
TEL_006195,2021-02-14 10:15:00,SUB_SOU_30,HIGH_LOAD,225.57,399.51,60.028,104.1,WARNING,HIGH_LOAD
TEL_006196,2021-02-14 10:15:00,SUB_SOU_31,HIGH_LOAD,220.29,160.92,59.949,99.4,WARNING,HIGH_LOAD
TEL_006197,2021-02-14 10:15:00,SUB_SOU_32,HIGH_LOAD,68.84,220.91,60.001,94.6,ACTIVE,
TEL_006198,2021-02-14 10:15:00,SUB_EAS_33,HIGH_LOAD,219.66,291.43,60.071,97.5,ACTIVE,
TEL_006199,2021-02-14 10:15:00,SUB_EAS_34,HIGH_LOAD,484.24,164.35,60.096,91.4,ACTIVE,
TEL_006200,2021-02-14 10:15:00,SUB_EAS_35,HIGH_LOAD,68.45,239.25,59.937,92.4,WARNING,HIGH_LOAD
TEL_006201,2021-02-14 10:15:00,SUB_EAS_36,HIGH_LOAD,66.7,360.49,59.933,96.2,ACTIVE,
TEL_006202,2021-02-14 10:15:00,SUB_EAS_37,HIGH_LOAD,229.56,430.68,59.95,95.1,WARNING,HIGH_LOAD
TEL_006203,2021-02-14 10:15:00,SUB_EAS_38,HIGH_LOAD,135.99,199.05,60.014,100.0,ACTIVE,
TEL_006204,2021-02-14 10:15:00,SUB_WES_39,HIGH_LOAD,495.91,67.56,60.033,96.7,ACTIVE,
TEL_006205,2021-02-14 10:15:00,SUB_WES_40,HIGH_LOAD,133.76,168.83,60.06,103.8,WARNING,HIGH_LOAD
TEL_006206,2021-02-14 10:15:00,SUB_WES_41,HIGH_LOAD,68.42,387.81,60.044,100.3,ACTIVE,
TEL_006207,2021-02-14 10:15:00,SUB_WES_42,HIGH_LOAD,328.62,96.33,60.005,103.9,WARNING,HIGH_LOAD
TEL_006208,2021-02-14 10:15:00,SUB_WES_43,HIGH_LOAD,328.64,436.61,59.922,101.6,WARNING,HIGH_LOAD
TEL_006209,2021-02-14 10:15:00,SUB_WES_44,HIGH_LOAD,478.34,134.31,59.917,101.4,ACTIVE,
TEL_006210,2021-02-14 10:15:00,SUB_WES_45,HIGH_LOAD,497.82,127.31,59.998,99.5,ACTIVE,
TEL_006211,2021-02-14 10:30:00,SUB_PER_01,HIGH_LOAD,66.87,196.66,59.987,99.1,ACTIVE,
TEL_006212,2021-02-14 10:30:00,SUB_PER_02,HIGH_LOAD,65.85,328.4,59.954,103.6,WARNING,HIGH_LOAD
TEL_006213,2021-02-14 10:30:00,SUB_PER_03,HIGH_LOAD,491.85,140.09,60.061,95.4,WARNING,HIGH_LOAD
TEL_006214,2021-02-14 10:30:00,SUB_PER_04,HIGH_LOAD,133.45,134.67,59.913,102.0,WARNING,HIGH_LOAD
TEL_006215,2021-02-14 10:30:00,SUB_PER_05,HIGH_LOAD,226.51,431.91,59.988,98.3,WARNING,HIGH_LOAD
TEL_006216,2021-02-14 10:30:00,SUB_PER_06,HIGH_LOAD,226.17,308.41,60.013,98.2,WARNING,HIGH_LOAD
TEL_006217,2021-02-14 10:30:00,SUB_PERMIAN_07,HIGH_LOAD,330.81,348.2,59.934,98.9,WARNING,HIGH_LOAD
TEL_006218,2021-02-14 10:30:00,SUB_PER_08,HIGH_LOAD,228.42,378.62,59.957,91.5,WARNING,HIGH_LOAD
TEL_006219,2021-02-14 10:30:00,SUB_GUL_09,HIGH_LOAD,68.69,266.01,59.922,91.7,ACTIVE,
TEL_006220,2021-02-14 10:30:00,SUB_GUL_10,HIGH_LOAD,219.47,79.87,60.039,104.4,WARNING,HIGH_LOAD
TEL_006221,2021-02-14 10:30:00,SUB_GUL_11,HIGH_LOAD,67.54,202.44,60.071,91.8,ACTIVE,
TEL_006222,2021-02-14 10:30:00,SUB_GUL_12,HIGH_LOAD,330.4,240.55,60.064,102.4,WARNING,HIGH_LOAD
TEL_006223,2021-02-14 10:30:00,SUB_GUL_13,HIGH_LOAD,223.68,90.31,60.024,92.3,WARNING,HIGH_LOAD
TEL_006224,2021-02-14 10:30:00,SUB_GUL_14,HIGH_LOAD,332.97,245.75,60.001,99.3,ACTIVE,
TEL_006225,2021-02-14 10:30:00,SUB_PAN_15,HIGH_LOAD,133.8,408.79,59.915,94.5,WARNING,HIGH_LOAD
TEL_006226,2021-02-14 10:30:00,SUB_PAN_16,HIGH_LOAD,223.83,293.62,59.949,99.0,WARNING,HIGH_LOAD
TEL_006227,2021-02-14 10:30:00,SUB_PAN_17,HIGH_LOAD,343.05,204.67,59.92,99.1,ACTIVE,
TEL_006228,2021-02-14 10:30:00,SUB_PAN_18,HIGH_LOAD,344.25,232.38,60.099,98.7,WARNING,HIGH_LOAD
TEL_006229,2021-02-14 10:30:00,SUB_PAN_19,HIGH_LOAD,331.05,392.25,60.031,91.7,ACTIVE,
TEL_006230,2021-02-14 10:30:00,SUB_PAN_20,HIGH_LOAD,219.63,360.09,59.927,94.7,ACTIVE,
TEL_006231,2021-02-14 10:30:00,SUB_NOR_21,HIGH_LOAD,223.13,118.17,60.077,101.5,WARNING,HIGH_LOAD
TEL_006232,2021-02-14 10:30:00,SUB_NOR_22,HIGH_LOAD,66.18,149.84,59.902,100.7,ACTIVE,
TEL_006233,2021-02-14 10:30:00,SUB_NOR_23,HIGH_LOAD,497.04,127.15,59.979,103.8,WARNING,HIGH_LOAD
TEL_006234,2021-02-14 10:30:00,SUB_NOR_24,HIGH_LOAD,134.39,378.37,60.056,93.6,ACTIVE,
TEL_006235,2021-02-14 10:30:00,SUB_NOR_25,HIGH_LOAD,478.49,72.15,60.052,102.5,ACTIVE,
TEL_006236,2021-02-14 10:30:00,SUB_NOR_26,HIGH_LOAD,221.28,161.68,60.063,102.0,WARNING,HIGH_LOAD
TEL_006237,2021-02-14 10:30:00,SUB_SOU_27,HIGH_LOAD,328.26,258.15,60.046,99.3,WARNING,HIGH_LOAD
TEL_006238,2021-02-14 10:30:00,SUB_SOU_28,HIGH_LOAD,338.69,319.08,60.007,98.9,WARNING,HIGH_LOAD
TEL_006239,2021-02-14 10:30:00,SUB_SOU_29,HIGH_LOAD,497.75,299.8,59.994,95.9,WARNING,HIGH_LOAD
TEL_006240,2021-02-14 10:30:00,SUB_SOU_30,HIGH_LOAD,224.7,98.39,59.997,103.0,WARNING,HIGH_LOAD
TEL_006241,2021-02-14 10:30:00,SUB_SOU_31,HIGH_LOAD,218.96,124.87,59.958,92.7,WARNING,HIGH_LOAD
TEL_006242,2021-02-14 10:30:00,SUB_SOU_32,HIGH_LOAD,65.62,344.11,60.076,100.5,WARNING,HIGH_LOAD
TEL_006243,2021-02-14 10:30:00,SUB_EAS_33,HIGH_LOAD,219.34,214.8,60.051,102.2,WARNING,HIGH_LOAD
TEL_006244,2021-02-14 10:30:00,SUB_EAS_34,HIGH_LOAD,487.33,360.2,59.992,94.3,WARNING,HIGH_LOAD
TEL_006245,2021-02-14 10:30:00,SUB_EAS_35,HIGH_LOAD,66.74,397.86,60.077,95.2,ACTIVE,
TEL_006246,2021-02-14 10:30:00,SUB_EAS_36,HIGH_LOAD,68.35,254.21,59.941,98.9,WARNING,HIGH_LOAD
TEL_006247,2021-02-14 10:30:00,SUB_EAS_37,HIGH_LOAD,229.98,135.12,60.051,100.9,WARNING,HIGH_LOAD
TEL_006248,2021-02-14 10:30:00,SUB_EAS_38,HIGH_LOAD,135.11,318.68,60.011,92.8,ACTIVE,
TEL_006249,2021-02-14 10:30:00,SUB_WES_39,HIGH_LOAD,488.78,116.7,59.938,97.7,WARNING,HIGH_LOAD
TEL_006250,2021-02-14 10:30:00,SUB_WES_40,HIGH_LOAD,132.42,218.17,60.067,92.5,WARNING,HIGH_LOAD
TEL_006251,2021-02-14 10:30:00,SUB_WES_41,HIGH_LOAD,67.02,244.72,60.048,103.3,ACTIVE,
TEL_006252,2021-02-14 10:30:00,SUB_WES_42,HIGH_LOAD,330.87,93.67,60.083,95.3,WARNING,HIGH_LOAD
TEL_006253,2021-02-14 10:30:00,SUB_WES_43,HIGH_LOAD,331.73,354.35,60.016,99.0,WARNING,HIGH_LOAD
TEL_006254,2021-02-14 10:30:00,SUB_WES_44,HIGH_LOAD,477.02,96.66,59.937,98.7,WARNING,HIGH_LOAD
TEL_006255,2021-02-14 10:30:00,SUB_WES_45,HIGH_LOAD,479.78,96.54,60.044,100.6,ACTIVE,
TEL_006256,2021-02-14 10:45:00,SUB_PER_01,HIGH_LOAD,68.36,217.79,59.901,104.9,WARNING,HIGH_LOAD
TEL_006257,2021-02-14 10:45:00,SUB_PER_02,HIGH_LOAD,65.57,249.3,60.08,103.8,WARNING,HIGH_LOAD
TEL_006258,2021-02-14 10:45:00,SUB_PER_03,HIGH_LOAD,491.47,284.09,59.98,101.9,WARNING,HIGH_LOAD
TEL_006259,2021-02-14 10:45:00,SUB_PER_04,HIGH_LOAD,134.25,356.4,59.983,100.6,WARNING,HIGH_LOAD
TEL_006260,2021-02-14 10:45:00,SUB_PER_05,HIGH_LOAD,221.23,382.71,60.082,102.2,WARNING,HIGH_LOAD
TEL_006261,2021-02-14 10:45:00,SUB_PER_06,HIGH_LOAD,225.53,215.96,60.048,98.3,WARNING,HIGH_LOAD
TEL_006262,2021-02-14 10:45:00,SUB_PERMIAN_07,HIGH_LOAD,330.71,187.59,59.967,98.7,WARNING,HIGH_LOAD
TEL_006263,2021-02-14 10:45:00,SUB_PER_08,HIGH_LOAD,228.23,134.36,59.965,90.5,ACTIVE,
TEL_006264,2021-02-14 10:45:00,SUB_GUL_09,HIGH_LOAD,66.56,98.54,60.038,93.1,WARNING,HIGH_LOAD
TEL_006265,2021-02-14 10:45:00,SUB_GUL_10,HIGH_LOAD,227.1,122.12,60.019,91.5,WARNING,HIGH_LOAD
TEL_006266,2021-02-14 10:45:00,SUB_GUL_11,HIGH_LOAD,66.73,262.01,60.061,104.7,WARNING,HIGH_LOAD
TEL_006267,2021-02-14 10:45:00,SUB_GUL_12,HIGH_LOAD,334.68,221.16,60.089,99.1,WARNING,HIGH_LOAD
TEL_006268,2021-02-14 10:45:00,SUB_GUL_13,HIGH_LOAD,218.85,176.54,60.077,93.6,ACTIVE,
TEL_006269,2021-02-14 10:45:00,SUB_GUL_14,HIGH_LOAD,330.18,380.95,60.04,96.3,ACTIVE,
TEL_006270,2021-02-14 10:45:00,SUB_PAN_15,HIGH_LOAD,136.53,375.54,59.908,104.4,WARNING,HIGH_LOAD
TEL_006271,2021-02-14 10:45:00,SUB_PAN_16,HIGH_LOAD,228.66,351.88,60.027,92.6,WARNING,HIGH_LOAD
TEL_006272,2021-02-14 10:45:00,SUB_PAN_17,HIGH_LOAD,330.16,246.6,60.058,90.9,ACTIVE,
TEL_006273,2021-02-14 10:45:00,SUB_PAN_18,HIGH_LOAD,338.48,275.58,59.971,101.3,WARNING,HIGH_LOAD
TEL_006274,2021-02-14 10:45:00,SUB_PAN_19,HIGH_LOAD,339.39,403.74,59.964,102.8,WARNING,HIGH_LOAD
TEL_006275,2021-02-14 10:45:00,SUB_PAN_20,HIGH_LOAD,227.94,111.98,60.05,92.4,ACTIVE,
TEL_006276,2021-02-14 10:45:00,SUB_NOR_21,HIGH_LOAD,223.37,438.31,60.063,97.5,WARNING,HIGH_LOAD
TEL_006277,2021-02-14 10:45:00,SUB_NOR_22,HIGH_LOAD,66.61,104.91,60.098,93.1,WARNING,HIGH_LOAD
TEL_006278,2021-02-14 10:45:00,SUB_NOR_23,HIGH_LOAD,475.4,111.42,60.095,96.0,WARNING,HIGH_LOAD
TEL_006279,2021-02-14 10:45:00,SUB_NOR_24,HIGH_LOAD,134.08,97.1,60.016,101.7,WARNING,HIGH_LOAD
TEL_006280,2021-02-14 10:45:00,SUB_NOR_25,HIGH_LOAD,495.76,150.23,60.007,102.2,ACTIVE,
TEL_006281,2021-02-14 10:45:00,SUB_NOR_26,HIGH_LOAD,218.72,268.08,60.09,94.5,WARNING,HIGH_LOAD
TEL_006282,2021-02-14 10:45:00,SUB_SOU_27,HIGH_LOAD,339.44,360.46,60.0,91.9,WARNING,HIGH_LOAD
TEL_006283,2021-02-14 10:45:00,SUB_SOU_28,HIGH_LOAD,339.94,164.88,59.909,91.3,ACTIVE,
TEL_006284,2021-02-14 10:45:00,SUB_SOU_29,HIGH_LOAD,499.31,236.66,59.994,99.5,ACTIVE,
TEL_006285,2021-02-14 10:45:00,SUB_SOU_30,HIGH_LOAD,227.61,219.1,59.956,101.4,ACTIVE,
TEL_006286,2021-02-14 10:45:00,SUB_SOU_31,HIGH_LOAD,224.0,317.48,60.033,90.2,WARNING,HIGH_LOAD
TEL_006287,2021-02-14 10:45:00,SUB_SOU_32,HIGH_LOAD,66.52,434.04,59.951,100.0,WARNING,HIGH_LOAD
TEL_006288,2021-02-14 10:45:00,SUB_EAS_33,HIGH_LOAD,222.03,309.37,59.972,90.7,ACTIVE,
TEL_006289,2021-02-14 10:45:00,SUB_EAS_34,HIGH_LOAD,495.12,371.64,59.913,95.9,ACTIVE,
TEL_006290,2021-02-14 10:45:00,SUB_EAS_35,HIGH_LOAD,65.93,277.01,59.967,95.0,ACTIVE,
TEL_006291,2021-02-14 10:45:00,SUB_EAS_36,HIGH_LOAD,67.52,316.63,60.052,100.8,ACTIVE,
TEL_006292,2021-02-14 10:45:00,SUB_EAS_37,HIGH_LOAD,226.37,401.01,60.092,93.5,ACTIVE,
TEL_006293,2021-02-14 10:45:00,SUB_EAS_38,HIGH_LOAD,137.04,234.93,59.917,92.0,WARNING,HIGH_LOAD
TEL_006294,2021-02-14 10:45:00,SUB_WES_39,HIGH_LOAD,494.53,218.58,60.02,102.0,WARNING,HIGH_LOAD
TEL_006295,2021-02-14 10:45:00,SUB_WES_40,HIGH_LOAD,137.59,351.36,60.081,100.7,WARNING,HIGH_LOAD
TEL_006296,2021-02-14 10:45:00,SUB_WES_41,HIGH_LOAD,67.24,369.07,59.974,96.6,WARNING,HIGH_LOAD
TEL_006297,2021-02-14 10:45:00,SUB_WES_42,HIGH_LOAD,336.38,94.85,60.058,91.1,WARNING,HIGH_LOAD
TEL_006298,2021-02-14 10:45:00,SUB_WES_43,HIGH_LOAD,329.2,320.83,59.991,93.3,WARNING,HIGH_LOAD
TEL_006299,2021-02-14 10:45:00,SUB_WES_44,HIGH_LOAD,479.02,289.07,59.908,97.1,ACTIVE,
TEL_006300,2021-02-14 10:45:00,SUB_WES_45,HIGH_LOAD,489.67,195.84,59.982,101.1,ACTIVE,
TEL_006301,2021-02-14 11:00:00,SUB_PER_01,HIGH_LOAD,68.41,265.03,60.066,101.9,WARNING,HIGH_LOAD
TEL_006302,2021-02-14 11:00:00,SUB_PER_02,HIGH_LOAD,65.94,155.23,60.0,100.3,WARNING,HIGH_LOAD
TEL_006303,2021-02-14 11:00:00,SUB_PER_03,HIGH_LOAD,491.43,450.31,59.908,100.9,WARNING,HIGH_LOAD
TEL_006304,2021-02-14 11:00:00,SUB_PER_04,HIGH_LOAD,136.59,290.13,59.964,97.3,WARNING,HIGH_LOAD
TEL_006305,2021-02-14 11:00:00,SUB_PER_05,HIGH_LOAD,220.72,195.39,60.008,101.5,WARNING,HIGH_LOAD
TEL_006306,2021-02-14 11:00:00,SUB_PER_06,HIGH_LOAD,226.11,199.1,60.08,90.5,WARNING,HIGH_LOAD
TEL_006307,2021-02-14 11:00:00,SUB_PERMIAN_07,HIGH_LOAD,338.12,392.96,59.99,98.8,WARNING,HIGH_LOAD
TEL_006308,2021-02-14 11:00:00,SUB_PER_08,HIGH_LOAD,222.14,286.18,60.003,96.2,ACTIVE,
TEL_006309,2021-02-14 11:00:00,SUB_GUL_09,HIGH_LOAD,68.64,341.08,60.048,104.7,ACTIVE,
TEL_006310,2021-02-14 11:00:00,SUB_GUL_10,HIGH_LOAD,219.36,409.14,60.031,96.9,WARNING,HIGH_LOAD
TEL_006311,2021-02-14 11:00:00,SUB_GUL_11,HIGH_LOAD,67.92,135.45,59.97,100.2,WARNING,HIGH_LOAD
TEL_006312,2021-02-14 11:00:00,SUB_GUL_12,HIGH_LOAD,331.53,187.25,60.052,94.2,ACTIVE,
TEL_006313,2021-02-14 11:00:00,SUB_GUL_13,HIGH_LOAD,227.23,92.96,60.036,100.6,WARNING,HIGH_LOAD
TEL_006314,2021-02-14 11:00:00,SUB_GUL_14,HIGH_LOAD,339.8,237.98,60.094,97.9,WARNING,HIGH_LOAD
TEL_006315,2021-02-14 11:00:00,SUB_PAN_15,HIGH_LOAD,137.15,294.11,59.927,103.5,WARNING,HIGH_LOAD
TEL_006316,2021-02-14 11:00:00,SUB_PAN_16,HIGH_LOAD,219.72,462.77,59.991,101.1,WARNING,HIGH_LOAD
TEL_006317,2021-02-14 11:00:00,SUB_PAN_17,HIGH_LOAD,339.24,134.04,60.051,90.3,WARNING,HIGH_LOAD
TEL_006318,2021-02-14 11:00:00,SUB_PAN_18,HIGH_LOAD,340.86,168.47,59.935,91.9,ACTIVE,
TEL_006319,2021-02-14 11:00:00,SUB_PAN_19,HIGH_LOAD,339.62,212.41,60.039,97.4,WARNING,HIGH_LOAD
TEL_006320,2021-02-14 11:00:00,SUB_PAN_20,HIGH_LOAD,221.71,432.3,60.039,90.3,WARNING,HIGH_LOAD
TEL_006321,2021-02-14 11:00:00,SUB_NOR_21,HIGH_LOAD,223.42,184.47,59.951,97.8,WARNING,HIGH_LOAD
TEL_006322,2021-02-14 11:00:00,SUB_NOR_22,HIGH_LOAD,68.86,158.34,60.065,94.4,ACTIVE,
TEL_006323,2021-02-14 11:00:00,SUB_NOR_23,HIGH_LOAD,476.48,399.92,59.994,98.2,ACTIVE,
TEL_006324,2021-02-14 11:00:00,SUB_NOR_24,HIGH_LOAD,131.21,105.14,60.056,96.9,ACTIVE,
TEL_006325,2021-02-14 11:00:00,SUB_NOR_25,HIGH_LOAD,478.93,155.02,59.957,90.7,WARNING,HIGH_LOAD
TEL_006326,2021-02-14 11:00:00,SUB_NOR_26,HIGH_LOAD,227.54,161.55,59.962,93.7,ACTIVE,
TEL_006327,2021-02-14 11:00:00,SUB_SOU_27,HIGH_LOAD,335.05,210.18,60.075,104.9,WARNING,HIGH_LOAD
TEL_006328,2021-02-14 11:00:00,SUB_SOU_28,HIGH_LOAD,332.17,330.77,60.051,100.2,WARNING,HIGH_LOAD
TEL_006329,2021-02-14 11:00:00,SUB_SOU_29,HIGH_LOAD,476.43,322.93,60.097,93.4,WARNING,HIGH_LOAD
TEL_006330,2021-02-14 11:00:00,SUB_SOU_30,HIGH_LOAD,223.59,370.64,60.087,101.1,WARNING,HIGH_LOAD
TEL_006331,2021-02-14 11:00:00,SUB_SOU_31,HIGH_LOAD,221.5,300.17,59.993,92.4,WARNING,HIGH_LOAD
TEL_006332,2021-02-14 11:00:00,SUB_SOU_32,HIGH_LOAD,67.37,160.63,59.938,104.0,ACTIVE,
TEL_006333,2021-02-14 11:00:00,SUB_EAS_33,HIGH_LOAD,223.4,116.81,59.949,93.7,WARNING,HIGH_LOAD
TEL_006334,2021-02-14 11:00:00,SUB_EAS_34,HIGH_LOAD,498.06,382.0,59.919,102.2,WARNING,HIGH_LOAD
TEL_006335,2021-02-14 11:00:00,SUB_EAS_35,HIGH_LOAD,66.12,348.01,60.063,91.2,WARNING,HIGH_LOAD
TEL_006336,2021-02-14 11:00:00,SUB_EAS_36,HIGH_LOAD,66.4,88.15,59.954,101.4,ACTIVE,
TEL_006337,2021-02-14 11:00:00,SUB_EAS_37,HIGH_LOAD,220.28,363.75,59.994,102.1,WARNING,HIGH_LOAD
TEL_006338,2021-02-14 11:00:00,SUB_EAS_38,HIGH_LOAD,136.71,90.78,59.942,100.3,WARNING,HIGH_LOAD
TEL_006339,2021-02-14 11:00:00,SUB_WES_39,HIGH_LOAD,477.29,126.34,59.925,92.3,WARNING,HIGH_LOAD
TEL_006340,2021-02-14 11:00:00,SUB_WES_40,HIGH_LOAD,132.88,380.83,60.067,91.7,WARNING,HIGH_LOAD
TEL_006341,2021-02-14 11:00:00,SUB_WES_41,HIGH_LOAD,67.76,360.11,59.92,90.2,ACTIVE,
TEL_006342,2021-02-14 11:00:00,SUB_WES_42,HIGH_LOAD,338.96,318.86,59.972,101.8,ACTIVE,
TEL_006343,2021-02-14 11:00:00,SUB_WES_43,HIGH_LOAD,329.05,123.43,60.029,94.0,WARNING,HIGH_LOAD
TEL_006344,2021-02-14 11:00:00,SUB_WES_44,HIGH_LOAD,498.19,233.34,60.05,104.2,WARNING,HIGH_LOAD
TEL_006345,2021-02-14 11:00:00,SUB_WES_45,HIGH_LOAD,480.0,195.06,60.055,92.0,ACTIVE,
TEL_006346,2021-02-14 11:15:00,SUB_PER_01,HIGH_LOAD,68.42,106.58,60.034,100.3,ACTIVE,
TEL_006347,2021-02-14 11:15:00,SUB_PER_02,HIGH_LOAD,68.02,286.04,59.983,101.0,ACTIVE,
TEL_006348,2021-02-14 11:15:00,SUB_PER_03,HIGH_LOAD,488.35,350.63,59.942,94.9,WARNING,HIGH_LOAD
TEL_006349,2021-02-14 11:15:00,SUB_PER_04,HIGH_LOAD,137.98,335.92,59.98,104.6,ACTIVE,
TEL_006350,2021-02-14 11:15:00,SUB_PER_05,HIGH_LOAD,225.87,115.41,59.954,98.0,WARNING,HIGH_LOAD
TEL_006351,2021-02-14 11:15:00,SUB_PER_06,HIGH_LOAD,227.9,303.92,59.937,104.5,WARNING,HIGH_LOAD
TEL_006352,2021-02-14 11:15:00,SUB_PERMIAN_07,HIGH_LOAD,331.11,143.54,60.065,98.9,WARNING,HIGH_LOAD
TEL_006353,2021-02-14 11:15:00,SUB_PER_08,HIGH_LOAD,226.48,281.75,60.026,101.1,WARNING,HIGH_LOAD
TEL_006354,2021-02-14 11:15:00,SUB_GUL_09,HIGH_LOAD,66.14,391.45,60.085,95.0,WARNING,HIGH_LOAD
TEL_006355,2021-02-14 11:15:00,SUB_GUL_10,HIGH_LOAD,219.02,252.09,59.918,100.0,WARNING,HIGH_LOAD
TEL_006356,2021-02-14 11:15:00,SUB_GUL_11,HIGH_LOAD,68.63,342.57,59.972,102.1,WARNING,HIGH_LOAD
TEL_006357,2021-02-14 11:15:00,SUB_GUL_12,HIGH_LOAD,341.94,388.83,59.956,95.4,WARNING,HIGH_LOAD
TEL_006358,2021-02-14 11:15:00,SUB_GUL_13,HIGH_LOAD,224.16,325.51,60.082,94.3,WARNING,HIGH_LOAD
TEL_006359,2021-02-14 11:15:00,SUB_GUL_14,HIGH_LOAD,332.31,282.5,59.985,90.5,WARNING,HIGH_LOAD
TEL_006360,2021-02-14 11:15:00,SUB_PAN_15,HIGH_LOAD,131.44,327.85,60.075,98.5,ACTIVE,
TEL_006361,2021-02-14 11:15:00,SUB_PAN_16,HIGH_LOAD,222.99,411.33,60.048,91.9,WARNING,HIGH_LOAD
TEL_006362,2021-02-14 11:15:00,SUB_PAN_17,HIGH_LOAD,341.66,253.24,60.019,97.5,WARNING,HIGH_LOAD
TEL_006363,2021-02-14 11:15:00,SUB_PAN_18,HIGH_LOAD,341.82,361.74,60.073,103.5,WARNING,HIGH_LOAD
TEL_006364,2021-02-14 11:15:00,SUB_PAN_19,HIGH_LOAD,334.3,314.59,59.904,92.1,WARNING,HIGH_LOAD
TEL_006365,2021-02-14 11:15:00,SUB_PAN_20,HIGH_LOAD,218.78,352.43,60.062,95.4,ACTIVE,
TEL_006366,2021-02-14 11:15:00,SUB_NOR_21,HIGH_LOAD,220.78,198.21,59.987,91.4,WARNING,HIGH_LOAD
TEL_006367,2021-02-14 11:15:00,SUB_NOR_22,HIGH_LOAD,68.97,300.96,59.928,102.2,WARNING,HIGH_LOAD
TEL_006368,2021-02-14 11:15:00,SUB_NOR_23,HIGH_LOAD,481.32,272.42,59.979,98.5,ACTIVE,
TEL_006369,2021-02-14 11:15:00,SUB_NOR_24,HIGH_LOAD,135.71,131.73,59.995,91.6,WARNING,HIGH_LOAD
TEL_006370,2021-02-14 11:15:00,SUB_NOR_25,HIGH_LOAD,492.14,153.71,59.974,93.3,WARNING,HIGH_LOAD
TEL_006371,2021-02-14 11:15:00,SUB_NOR_26,HIGH_LOAD,221.16,319.28,60.017,100.4,WARNING,HIGH_LOAD
TEL_006372,2021-02-14 11:15:00,SUB_SOU_27,HIGH_LOAD,338.7,162.15,60.09,98.0,WARNING,HIGH_LOAD
